concreteness	aoa	frequency	word
		0.4771	admonishing
1.77			admonishingly
2.21			admonishment
		0.301	admonishments
1.74	13.86	0.7782	admonition
		0.301	admonitions
1.87			admonitory
		0.301	adnexa
		0.4771	adnexal
2.89			adnominal
1.59			adnoun
1.67	11.88	1.8921	ado
4.19	12.22	1.3979	adobe
2.81	10.42	1.6532	adolescence
		0.301	adolescences
3.48	11.05	1.9777	adolescent
1.52			adolescently
		1.4771	adolescents
		1.8451	adolf
		1.6335	adolph
		1.2553	adonai
		1.3222	adonis
2.36	7.83	2.3784	adopt
2.29			adoptability
2.79	9.22	0.301	adoptable
2.39		2.6345	adopted
3.59			adoptee
3.33	10.16	0.301	adopter
		1.7853	adopting
3.03	7.79	2.3802	adoption
		0.9031	adoptions
2.0	9.16	1.4914	adoptive
1.63			adoptively
		1.0792	adopts
1.41	11.76	0.301	adorability
1.86	6.94	2.7308	adorable
2.19	8.32	0.301	adorableness
1.96		0.4771	adorably
2.19	11.8	1.4914	adoration
2.34	7.95	2.5966	adore
		2.1004	adored
2.76			adorer
		0.301	adorers
		1.9638	adores
2.34	8.53	1.5563	adoring
2.28		0.6021	adoringly
2.38	11.65	0.9542	adorn
		0.9542	adorned
2.96			adorner
		0.4771	adorning
2.83	12.32	0.6990000000000001	adornment
		0.4771	adornments
		0.6021	adorns
2.07			adown
3.28	14.24	1.2304	adrenal
		0.4771	adrenalectomy
3.17	11.65	1.4624	adrenalin
3.04	11.63	2.2279	adrenaline
		0.6990000000000001	adrenals
1.67			adrenergic
		0.8451	adrenochrome
		0.9542	adriatic
2.71	11.21	1.716	adrift
2.0	12.75	0.8451	adroit
1.56		0.6021	adroitly
1.87	15.21	0.301	adroitness
		0.301	adrop
		2.4133	ads
3.06			adscript
1.75			adscription
3.5			adsorb
2.8			adsorbent
2.58			adsorption
2.55			adsorptive
1.67			adularia
1.67			adulate
2.09	12.72	1.1761	adulation
1.73			adulator
2.09			adulatory
4.4	4.68	2.8633	adult
2.68	12.86	0.301	adulterant
2.76	13.76	0.301	adulterate
		0.301	adulterated
		0.301	adulterating
2.29			adulteration
3.23			adulterator
2.96	11.63	1.3222	adulterer
		0.9031	adulterers
3.72	12.22	1.1461	adulteress
1.93			adulterine
		0.301	adulterize
2.37	11.65	1.2553	adulterous
2.12			adulterously
2.79	11.84	2.0	adultery
2.5	9.95	1.5798	adulthood
2.27			adultlike
2.19			adultness
		2.6893	adults
2.56			adumbral
2.12			adumbrate
2.0	16.5		adumbration
1.88			adumbrative
2.0			adumbratively
		0.301	adust
		0.301	adv
2.57	8.35	2.9117	advance
1.83	9.05	2.6551	advanced
2.1	10.89	1.8062	advancement
		0.9542	advancements
2.48			advancer
		2.1732	advances
2.61		1.8865	advancing
2.0	9.32	3.0515	advantage
		0.4771	advantaged
2.07	12.62	1.3222	advantageous
1.24			advantageously
1.65			advantageousness
		2.1614	advantages
2.27			advection
2.48	10.38	1.3979	advent
		1.3617	adventist
		0.9031	adventists
1.9			adventitia
1.93			adventitious
1.5			adventitiously
1.91			adventitiousness
2.59	5.67	2.8363	adventure
3.73	7.79	1.5798	adventurer
		1.0792	adventurers
		2.2672	adventures
1.79	10.38	0.6021	adventuresome
2.54	10.44	1.0792	adventuress
		0.6990000000000001	adventuring
2.35	8.68	0.301	adventurist
1.95	10.0	1.7993	adventurous
1.7			adventurously
1.62	11.81	0.301	adventurousness
2.25	8.14	1.0414	adverb
1.63	13.14	0.6021	adverbial
1.81			adverbially
		0.7782	adverbs
1.62	14.0	1.1139	adversarial
		1.5051	adversaries
2.93	12.67	1.8921	adversary
1.61			adversative
1.72			adversatively
2.23	10.72	1.5682	adverse
1.62		1.0792	adversely
1.96			adverseness
		0.6021	adversities
1.44	11.79	1.7404	adversity
3.08	14.22	1.1461	advert
		0.301	adverted
2.12			advertence
1.5			advertency
2.47			advertent
1.7		0.301	advertently
2.81	9.63	1.9294	advertise
		1.7243	advertised
3.77	7.67	1.7924	advertisement
		1.415	advertisements
3.93	11.0	0.9542	advertiser
		1.3979	advertisers
		0.9031	advertises
3.88	9.95	2.5798	advertising
3.61			advertize
2.3			advertorial
		0.6990000000000001	adverts
2.73	8.61	3.3888	advice
		0.6021	advices
1.46			advisability
1.93	10.75	1.6128	advisable
1.5			advisableness
1.54			advisably
2.03	8.89	2.7945	advise
2.45		2.4281	advised
1.58		0.7782	advisedly
1.94			advisedness
3.77	12.89	1.1461	advisee
		1.3617	advisees
2.52	12.5	1.6021	advisement
3.67	10.78	1.7324	adviser
		1.1461	advisers
		1.3979	advises
		1.8388	advising
4.15	11.24	2.3541	advisor
		0.4771	advisories
		1.8261	advisors
2.5	11.55	1.716	advisory
		0.6021	advocaat
2.0	14.06	1.2041	advocacy
2.72	11.11	2.0569	advocate
		1.2788	advocated
		1.2553	advocates
		1.2553	advocating
2.92			advocator
1.9			advocatory
3.0			adyta
3.33			adytum
2.86			adz
2.78			adze
		1.3979	ae
2.75			aecidium
		0.301	aedes
		1.301	aegean
2.08	17.0	0.7782	aegis
		0.9031	aegisthus
		0.6990000000000001	aeneas
		0.301	aeolian
		1.415	aeon
		0.301	aeons
		0.4771	aer
3.26	13.44	0.301	aerate
		0.301	aerating
2.77	12.35	0.301	aeration
3.92			aerator
3.04	11.5	2.1139	aerial
3.84	14.08	0.301	aerialist
3.0			aerially
		1.0	aerials
3.14	13.0	0.301	aerie
		0.301	aeries
2.41	11.4	0.7782	aero
3.2			aerobatic
3.15	9.53	0.301	aerobatics
2.85			aerobe
3.14	10.24	1.0	aerobic
2.38		0.4771	aerobically
3.72	11.0	1.9031	aerobics
2.14			aerobiological
2.23			aerobiology
2.55			aerodonetics
4.67			aerodrome
		0.301	aerodromes
2.88	13.4	1.3617	aerodynamic
		0.6021	aerodynamically
3.05			aerodynamicist
2.96	11.5	1.2304	aerodynamics
2.88		0.6021	aerodyne
		0.4771	aeroelastic
2.21			aeroembolism
3.44			aerofoil
		0.301	aerofoils
3.77			aerogram
3.42			aerogramme
4.25			aerograph
4.17			aerographer
2.05			aerographic
2.0			aerologic
3.26			aerologist
2.35			aeromechanical
2.96			aeromechanics
4.29			aerometer
1.93			aerometric
1.83			aerometry
		0.301	aeron
4.39	12.92		aeronaut
2.54			aeronautic
2.96	14.35	1.1139	aeronautical
2.15			aeronautically
3.08	12.35	1.0	aeronautics
2.27			aeroneurosis
2.45			aerophobia
		1.8573	aeroplane
		1.0	aeroplanes
4.23	9.47	1.1761	aerosol
4.93			aerosol can
		0.6021	aerosolized
		0.301	aerosols
3.19	12.06	1.7482	aerospace
3.3			aerosphere
3.21			aerostat
2.24			aerostatic
2.23			aerostatics
4.05			aerostation
2.67			aerotherapeutics
		0.301	aery
		0.6990000000000001	aeschylus
		0.4771	aesir
		1.1761	aesop
2.07	14.9	0.8451	aesthete
		0.301	aesthetes
2.33	15.74	1.5441	aesthetic
1.71			aesthetical
1.48		1.1139	aesthetically
3.31			aesthetician
1.79			aestheticism
2.22	15.06	1.2041	aesthetics
		0.7782	aet
		1.5563	af
2.52	8.21	1.7782	afar
		0.4771	afb
		0.4771	afd
1.44	10.86	1.0792	afeard
		0.7782	afeared
		0.6990000000000001	afebrile
		0.301	afer
		0.9542	aff
		0.6990000000000001	affa
1.54	14.07	0.6990000000000001	affability
1.7	13.4	0.8451	affable
1.71			affableness
1.96		0.4771	affably
2.45	10.94	3.177	affair
	11.45	0.301	affaire
		0.6021	affaires
		2.8739	affairs
1.93	9.6	2.7551	affect
1.96	13.82	0.9031	affectation
		0.4771	affectations
1.93		2.5391	affected
1.92		0.301	affectedly
2.0			affectedness
2.14			affecter
1.75		2.1173	affecting
2.0			affectingly
2.22	8.53	2.6355	affection
2.28	8.5	2.0645	affectionate
1.92		1.5051	affectionately
2.17			affectionateness
		1.7924	affections
1.52	11.74	0.6990000000000001	affective
1.73			affectively
1.86			affectivity
1.68	13.6	0.301	affectless
		2.3892	affects
		0.301	affenpinscher
1.69			afferent
2.12			affiance
		0.6021	affianced
2.15	14.0	0.301	affiant
		0.301	affiche
		0.301	afficionado
4.0	15.69	2.0043	affidavit
		1.5051	affidavits
2.5	12.0	1.2041	affiliate
		1.6128	affiliated
		1.2553	affiliates
1.93	12.28	1.415	affiliation
		1.1761	affiliations
1.62			affine
1.11			affined
1.64			affinitive
1.38	12.22	1.4771	affinity
1.96	12.24	1.2553	affirm
2.0			affirmable
2.12	12.56	1.4472	affirmation
		1.0414	affirmations
1.93	10.67	2.3838	affirmative
2.26			affirmative action
2.17		0.6021	affirmatively
		0.9031	affirmed
2.76			affirmer
		0.6021	affirming
		0.4771	affirms
2.44	11.94	0.8451	affix
2.29			affixation
		0.301	affixed
2.4			affixer
3.18			affixture
1.4			afflation
1.67		0.301	afflatus
2.14	11.5	0.6990000000000001	afflict
2.43		1.8195	afflicted
3.18			afflicter
2.41		0.8451	afflicting
2.27	11.32	1.7853	affliction
		0.9542	afflictions
2.21	14.4	0.301	afflictive
2.11			afflictively
		0.6021	afflicts
2.15	13.88	0.9031	affluence
1.83	13.16	1.2041	affluent
1.69			affluently
2.17			afflux
1.83	7.47	3.3555	afford
1.93	10.89	0.301	affordability
2.1	8.15	1.5315	affordable
		1.4472	afforded
		0.9542	affording
		1.1761	affords
2.3			afforest
2.0			affranchise
1.79	13.0		affray
1.93			affricate
1.62			affricated
1.83			affrication
2.2			affricative
1.87	12.77	0.4771	affright
2.22			affrighted
1.69			affrightedly
1.83	12.44	1.4914	affront
2.04		0.4771	affronted
2.5			affronter
2.13			affronting
2.0			affrontingly
4.5	9.11	1.4771	afghan
		0.8451	afghani
		0.301	afghanis
		1.9731	afghanistan
		1.0414	afghans
2.55	13.86	1.0792	aficionado
		0.7782	aficionados
2.24		0.8451	afield
		1.0	afikomen
3.29	11.87	1.415	afire
3.77	11.22	1.2553	aflame
3.34	9.33	1.9345	afloat
2.54		0.6990000000000001	aflutter
2.48	11.48	1.7243	afoot
1.82		1.301	afore
1.9		0.301	aforehand
1.93	14.58	1.3979	aforementioned
1.5	14.44	0.6990000000000001	aforesaid
1.29	13.72	0.6021	aforethought
2.18			aforetime
2.06			aforetimes
1.71	11.81	1.0792	afoul
2.7	4.42	4.1015	afraid
1.52		1.1461	afresh
		2.9814	africa
		2.5391	african
		1.7404	africans
		0.6021	afrikaans
		0.4771	afrikaner
4.52	9.58	1.7634	afro
		0.6021	afros
3.13	13.88	2.2577	aft
2.12	6.0	4.5417	after
4.57	14.06	0.7782	afterbirth
3.65	10.69	0.4771	afterburner
		0.6021	afterburners
2.7			afterburning
3.15	11.62	0.7782	aftercare
2.08			afterdamp
3.33	15.86	0.4771	afterdeck
2.5	12.06	0.6021	aftereffect
		0.9031	aftereffects
2.52			aftergame
3.1	12.53	1.2304	afterglow
2.83			afterguard
3.15			afterhours
3.25	13.67	0.4771	afterimage
1.9	8.11	1.9138	afterlife
3.58	14.2	0.4771	aftermarket
		0.301	aftermast
1.97	12.05	1.7324	aftermath
		0.301	aftermaths
1.75			aftermost
		0.4771	afternight
3.7	4.65	3.6689999999999996	afternoon
2.86		2.0086	afternoons
3.81			afterparty
2.59			afterpiece
		0.6021	afters
2.71			aftersale
3.19	6.89	0.7782	afterschool
4.56	10.42	1.7482	aftershave
		0.301	aftershaves
3.68	10.33	1.1139	aftershock
		0.301	aftershocks
2.59	10.0	1.0792	aftertaste
2.04	12.78	1.1461	afterthought
		0.4771	afterthoughts
2.19			aftertime
2.2			aftertimes
2.25		2.0531	afterward
2.14	7.71	2.8543	afterwards
3.04			afterword
		0.4771	afterwords
		0.301	afterwork
1.41	10.41	0.301	afterworld
		1.7709	ag
		0.9542	aga
2.0	5.78	4.6067	again
1.8	7.97	4.0124	against
		0.6990000000000001	agal
2.78			agama
		1.8633	agamemnon
2.12			agamid
3.33		0.6021	agapanthus
2.67			agape
3.57		0.301	agar
		0.301	agarose
		1.0792	agata
3.26	13.0	0.4771	agate
		0.301	agates
2.22			agateware
3.76	14.57	0.4771	agave
2.86	4.38	3.6064	age
3.14		2.2648	aged
2.24			agedly
3.29			agedness
		1.301	agee
		1.2553	ageing
1.88	17.07	1.1139	ageism
2.0	15.79	0.6990000000000001	ageist
2.03	10.3	1.2041	ageless
1.48			agelessness
		0.4771	agen
		2.2175	agencies
3.87	10.58	2.9965	agency
2.66	9.95	2.5729	agenda
3.48			agenda item
		1.3424	agendas
2.69			agendum
1.81			agenesis
3.61	9.55	3.719	agent
1.87			agential
		0.301	agenting
1.43			agentive
		3.0314	agents
2.2		0.301	ager
4.33	13.29	0.301	ageratum
		2.7543	ages
3.38		2.0294	aggie
		0.6021	aggies
1.6			aggiornamento
2.47	15.67		agglomerate
2.58			agglomerated
2.57			agglomeration
2.18			agglomerative
2.36			agglutinant
2.0	14.89	0.301	agglutinate
3.0			agglutination
2.46			agglutinative
3.3		0.301	agglutinin
1.65	14.83	0.301	aggrandize
1.71	14.75	0.301	aggrandizement
2.15			aggrandizer
		0.301	aggrandizing
2.26	8.32	1.5798	aggravate
2.61	8.61	1.8129	aggravated
		1.0	aggravates
1.86		1.3979	aggravating
1.96			aggravatingly
1.53	9.11	1.7782	aggravation
2.72			aggravator
2.14	13.67	1.0414	aggregate
1.69			aggregately
		0.4771	aggregating
2.16	14.56	0.4771	aggregation
2.07			aggregative
2.3			aggregator
1.71	12.13	0.4771	aggress
		0.301	aggressed
		0.4771	aggresses
2.68	9.3	2.1584	aggression
		0.6990000000000001	aggressions
2.54	8.32	2.6085	aggressive
2.25		1.5563	aggressively
2.59	11.06	1.3222	aggressiveness
3.29	11.47	1.4771	aggressor
		1.2041	aggressors
1.71			aggrieve
2.12	12.38	1.0414	aggrieved
1.65			aggrievedly
		0.301	aggro
		0.301	agha
1.96	12.0	0.9031	aghast
2.31	11.94	1.3222	agile
2.44			agilely
2.38	10.06	1.3802	agility
		1.3424	agin
2.88	7.35	2.1206	aging
		0.301	agist
		0.301	agists
		0.301	agit
2.93	10.17	1.3617	agitate
2.57	10.12	2.1106	agitated
1.89			agitatedly
		0.8451	agitates
		0.9031	agitating
2.33	11.5	1.415	agitation
		0.6021	agitato
3.28	11.84	1.0792	agitator
		1.1461	agitators
4.0	16.6	0.301	agitprop
1.68	14.71		agleam
4.25		0.301	aglet
1.69			agley
2.82	13.67		aglitter
2.29	10.06	1.3979	aglow
2.75			agnail
2.36	16.5	0.7782	agnate
		0.6990000000000001	agnates
1.73			agnatic
2.2			agnation
1.73			agnomen
2.07		0.301	agnosia
2.0	13.8	1.301	agnostic
1.2			agnostically
1.71			agnosticism
1.42	7.12	4.1641	ago
2.0	14.73	0.8451	agog
		0.7782	agonal
2.11			agonic
		1.1139	agonies
		0.6990000000000001	agonised
		0.9031	agonising
2.32	15.06	0.301	agonist
1.78			agonistic
1.45			agonistically
2.04			agonistics
1.97	11.58	0.7782	agonize
		1.1139	agonized
2.0	10.89	1.5682	agonizing
1.8			agonizingly
2.38	9.22	2.2833	agony
2.7	13.73	0.301	agora
1.92	14.44	0.9031	agoraphobia
		0.4771	agoraphobiac
2.5	14.64	1.0	agoraphobic
		0.301	agoraphobics
		0.301	agoras
		0.4771	agos
2.0			agouti
		0.301	agr
2.9	14.83	0.9542	agrarian
2.62			agrarianism
		0.301	agreat
2.31	7.68	3.5184	agree
1.75			agreeability
2.07	8.41	1.9138	agreeable
2.26			agreeableness
2.03		0.6021	agreeably
1.93		3.2632	agreed
2.48		2.0294	agreeing
2.22	8.16	2.9509	agreement
		1.6232	agreements
		2.3424	agrees
		0.301	agrement
		1.3424	agrestic
2.84	18.07	0.9031	agribusiness
3.29	10.11	1.6902	agricultural
4.07	12.78	0.4771	agriculturalist
2.4			agriculturally
3.67	10.32	1.7559	agriculture
		0.301	agricultures
3.04			agriculturist
3.42			agrobiologist
2.54			agrochemical
2.0			agrological
2.43			agrology
1.9			agronomic
1.79			agronomical
2.3			agronomics
2.58			agronomist
2.18			agronomy
3.22		1.415	aground
		0.301	agt
		1.4771	agua
		0.301	aguacate
		0.6990000000000001	aguardiente
2.31	15.2	0.4771	ague
		0.301	aguinaldo
1.94			aguish
		0.4771	agura
		0.6021	agust
		0.301	agy
1.8		4.0227	ah
1.68		2.5575	aha
		1.6232	ahab
		1.1139	ahchoo
3.0	5.45	4.005	ahead
2.58		2.5933	ahem
		1.2041	ahi
1.83			ahimsa
1.45			ahistoric
		0.9542	aho
		2.4886	ahold
		0.301	ahorse
2.0	7.61	2.2788	ahoy
		0.6990000000000001	ahs
		0.6990000000000001	ahu
		2.29	ai
3.1	7.33	2.8513	aid
		0.301	aidable
3.59	7.83	2.017	aide
		1.5315	aided
2.86	12.92	0.301	aider
3.75		1.5185	aides
		1.7404	aiding
2.04			aidless
3.44	8.89	1.7404	aids
2.57	15.0		aigrette
3.0			aiguillette
3.88	14.08	0.6990000000000001	aikido
2.36	9.71	1.0792	ail
2.2			ailanthus
		0.4771	ailed
2.71	14.71	0.301	aileron
		0.6990000000000001	ailerons
2.81	10.63	1.4314	ailing
2.93	10.37	1.4314	ailment
		1.5051	ailments
		1.6021	ails
3.27	6.72	2.8802	aim
		2.0	aimed
3.17	9.85	0.6021	aimer
3.0		2.2878	aiming
1.57	10.32	1.1761	aimless
1.86		1.3424	aimlessly
1.62			aimlessness
		1.7853	aims
		4.3473	ain
		1.1461	aint
		0.6021	ainu
		0.301	aioli
4.11	3.94	3.8507	air
3.93			air attack
4.96			air bag
4.83			air base
4.93			air conditioner
4.21			air conditioning
4.21			air crew
4.8			air filter
3.74			air flow
4.35			air force
4.61			air freshener
4.62			air hostess
4.71			air mattress
3.26			air pollution
3.52			air pressure
4.81			air pump
4.72			air rifle
4.64			air shaft
3.56			air space
3.76			air strike
4.08			air transport
3.92			air travel
4.81	12.26	1.3222	airbag
		0.9542	airbags
4.29	10.35	0.7782	airbase
4.56			airbed
4.82	10.75	0.6990000000000001	airboat
3.45	9.85	2.3345	airborne
4.45	12.06	1.0	airbrush
		0.9542	airbrushed
		0.4771	airbrushing
		0.4771	airburst
4.4	7.61	2.6839	aircraft
4.93			aircraft carrier
3.96			aircraftman
		1.0792	aircrafts
4.0	11.67	0.301	aircraftsman
4.04	10.15	0.6021	aircrew
		0.301	airdate
3.8	15.11	0.4771	airdrome
		0.301	airdromes
3.67	9.18	0.4771	airdrop
		0.4771	aire
		1.6628	aired
		0.8451	airedale
		0.301	airedales
3.93	10.26	1.1139	airfare
		0.4771	airfares
4.7	8.6	2.0755	airfield
		0.9031	airfields
3.59	12.42	0.9031	airflow
3.9	14.64	0.301	airfoil
3.81	6.83		airforce
3.5			airframe
4.04			airfreight
2.48	10.17	1.4472	airhead
		0.8451	airheads
1.47			airily
2.24	11.35	0.301	airiness
2.61		1.5185	airing
		0.301	airings
3.0	10.0	0.7782	airless
3.62	12.06	1.1761	airlift
		1.0414	airlifted
		0.7782	airlifting
		0.301	airlifts
4.0	8.74	2.5211	airline
4.45	9.89	1.4771	airliner
		0.9031	airliners
		2.2833	airlines
4.12	11.61	1.6335	airlock
		0.301	airlocks
3.66	12.0	1.2553	airmail
4.25	10.58	1.4914	airman
2.5			airmanship
	9.37		airmattress
		1.5441	airmen
4.17	12.69	0.301	airmobile
3.88			airpark
4.96	3.94	2.7466	airplane
		2.2175	airplanes
3.19	12.93	1.0792	airplay
4.87	6.84	3.2880000000000003	airport
4.96			airport terminal
		1.8513	airports
3.23			airpower
2.57			airproof
		1.6021	airs
4.41			airscrew
4.43			airshaft
4.92	10.8	1.4914	airship
		0.6990000000000001	airships
4.44			airshow
3.5	11.47	1.2304	airsick
3.27	10.17	0.4771	airsickness
3.58	11.5	1.9191	airspace
3.04	10.9	1.3979	airspeed
3.93	12.22	0.9542	airstream
3.59	12.78	0.9031	airstrike
		0.4771	airstrikes
4.68	8.16	1.7634	airstrip
		0.6021	airstrips
3.42	9.84	1.7634	airtight
2.5	11.78	1.1461	airtime
2.68			airwards
3.11	11.35	0.301	airwave
		1.4472	airwaves
4.34	11.16	1.9243	airway
		1.6628	airways
4.44			airwoman
2.07			airworthiness
2.14	13.31	0.301	airworthy
2.04	10.28	1.2304	airy
		0.6021	ais
4.35	5.95	2.5798	aisle
3.0			aisled
		1.5798	aisles
		0.6990000000000001	ait
1.89			aitch
2.43			aitchbone
		0.4771	aiwan
3.27	9.67	1.3802	ajar
		1.7324	ajax
		0.301	ajog
		0.6021	ajoint
		1.2788	ak
2.29	10.94	1.7243	aka
		0.301	akamatsu
		0.301	akasa
		1.1461	akasha
		1.5798	ake
		0.301	aked
		0.6021	akee
		1.0792	akela
		0.7782	akey
3.12	14.09	0.6990000000000001	akimbo
1.71	12.67	1.1761	akin
		0.4771	aking
		0.301	akkadian
		0.301	ako
		0.301	akra
		1.5911	akron
		0.7782	aku
1.88		3.7248	al
1.47		0.6990000000000001	ala
		2.3692	alabama
3.81	13.67	1.5441	alabaster
2.07		0.8451	alack
1.88		0.301	alackaday
1.85			alacritous
1.62	15.25	0.7782	alacrity
		1.9345	aladdin
		0.4771	alai
3.3		1.6335	alameda
		1.8692	alamo
		1.2553	alamos
		3.2245	alan
		0.9031	alar
4.47	6.39	3.1827	alarm
4.85			alarm clock
4.97	5.8		alarmclock
3.14		2.1818	alarmed
2.07	9.78	1.7709	alarming
2.14		0.9542	alarmingly
2.0			alarmism
2.62	13.12	1.2553	alarmist
		2.1987	alarms
3.09	12.38	0.6021	alarum
		0.4771	alarums
2.64			alary
1.56	9.78	2.2923	alas
		2.3502	alaska
		1.415	alaskan
		0.4771	alaskans
		0.301	alaskas
		0.7782	alastor
2.5		0.301	alb
3.08		1.5441	alba
3.71	14.47	0.9542	albacore
		0.6990000000000001	alban
		1.5441	albania
		1.7076	albanian
		0.301	albanians
		2.0334	albany
4.81	11.64	1.6128	albatross
		0.4771	albatrosses
		0.4771	albe
		0.6021	albee
1.46		1.5911	albeit
		0.7782	alberich
		2.9777	albert
		1.301	alberta
1.92			albescence
3.0	14.17	0.4771	albinism
4.41	9.79	1.7782	albino
		0.6990000000000001	albinos
		0.301	albion
4.69	6.72	2.7185	album
3.78	15.45		albumen
3.0			albumenize
		0.7782	albumens
4.0	14.2	0.6990000000000001	albumin
1.86			albuminoidal
		2.0792	albums
		2.1072	albuquerque
		1.0792	albus
		0.6021	alc
	11.0	1.1761	alcalde
3.75		0.4771	alcazar
		0.301	alce
2.73			alchemic
2.5	15.64	0.8451	alchemical
2.08		0.301	alchemically
4.23	12.0	1.1761	alchemist
2.45			alchemistic
1.91			alchemistical
		0.8451	alchemists
2.05		0.301	alchemize
2.1	13.35	1.0792	alchemy
		0.6990000000000001	alcibiades
		1.5682	alcmene
4.76	9.0	2.9274	alcohol
3.37	9.95	2.5011	alcoholic
2.4			alcoholically
		1.7404	alcoholics
2.93	11.6	1.6435	alcoholism
4.1			alcoholmeter
2.0			alcoholometry
4.08	12.11	1.3979	alcove
		0.4771	alcoves
		1.1139	ald
		0.6021	aldebaran
		0.301	aldehydes
		1.9345	alden
4.16	14.08	0.7782	alder
3.76	14.19	1.6232	alderman
2.1			aldermanic
1.71			aldermanity
2.7			aldermanship
		0.301	aldermen
		0.6021	alders
3.92			alderwoman
		1.301	aldrin
		0.4771	aldrins
4.65	10.16	2.3075	ale
		2.3424	alec
2.11			aleck
		0.301	alecs
2.31		0.7782	alee
		0.4771	alef
4.4	13.76	0.301	alehouse
		0.6021	aleikum
		0.301	alem
3.13		0.301	alembic
2.83	13.7	0.8451	aleph
3.0			alephs
2.59	8.9	3.022	alert
		1.9638	alerted
		1.2788	alerting
2.07		0.4771	alertly
2.15	9.44	0.6990000000000001	alertness
		1.1761	alerts
		0.7782	ales
		0.4771	aleutian
		0.9542	aleutians
3.29			alewife
		2.6866	alexander
		0.6990000000000001	alexanders
		1.5911	alexandria
		0.301	alexandrian
2.38	14.17	0.9031	alexandrine
3.38			alexandrite
2.09		1.415	alexia
2.21			alexic
2.43			alexipharmic
		1.7853	alf
		1.2304	alfa
4.69	8.83	1.5315	alfalfa
		1.6532	alfonso
		2.5717	alfred
3.48	15.29	0.9031	alfresco
		0.301	alg
3.53	13.33		alga
4.93		1.3617	algae
3.59			algaecide
2.75			algal
2.83			algarroba
3.14	11.47	1.959	algebra
2.62	11.11	0.6021	algebraic
2.29			algebraically
3.0			algebraist
		1.3802	algeria
		1.3424	algerian
		0.6990000000000001	algerians
2.18			algid
1.8			algidity
		1.5315	algiers
		0.301	algin
2.91	14.86	0.4771	alginate
1.64			algoid
1.64			algolagnic
2.17			algological
3.42			algologist
2.83			algometry
		1.0414	algonquin
1.47			algorism
		0.301	algorismic
3.07	14.56	1.4472	algorithm
